White Stained Glass Pane,STAINED_GLASS_PANE,0
Orange Stained Glass Pane,STAINED_GLASS_PANE,1
Magenta Stained Glass Pane,STAINED_GLASS_PANE,2
Light Blue Stained Glass Pane,STAINED_GLASS_PANE,3
Yellow Stained Glass Pane,STAINED_GLASS_PANE,4
Lime Stained Glass Pane,STAINED_GLASS_PANE,5
Pink Stained Glass Pane,STAINED_GLASS_PANE,6
Gray Stained Glass Pane,STAINED_GLASS_PANE,7
Light Gray Stained Glass Pane,STAINED_GLASS_PANE,8
Cyan Stained Glass Pane,STAINED_GLASS_PANE,9
Purple Stained Glass Pane,STAINED_GLASS_PANE,10
Blue Stained Glass Pane,STAINED_GLASS_PANE,11
Brown Stained Glass Pane,STAINED_GLASS_PANE,12
Green Stained Glass Pane,STAINED_GLASS_PANE,13
Red Stained Glass Pane,STAINED_GLASS_PANE,14
Black Stained Glass Pane,STAINED_GLASS_PANE,15
Acacia Wood,LOG_2,0
Dark Oak Wood,LOG_2,1
Packed Ice,PACKED_ICE,0
Iron Spade,IRON_SPADE,0
Iron Pickaxe,IRON_PICKAXE,0
Iron Axe,IRON_AXE,0
Flint And Steel,FLINT_AND_STEEL,0
Apple,APPLE,0
Bow,BOW,0
Arrow,ARROW,0
Coal,COAL,0
Charcoal,COAL,1
Diamond,DIAMOND,0
Iron Ingot,IRON_INGOT,0
Gold Ingot,GOLD_INGOT,0
Iron Sword,IRON_SWORD,0
Wood Sword,WOOD_SWORD,0
Wood Spade,WOOD_SPADE,0
Wood Pickaxe,WOOD_PICKAXE,0
Wood Axe,WOOD_AXE,0
Stone Sword,STONE_SWORD,0
Stone Spade,STONE_SPADE,0
Stone Pickaxe,STONE_PICKAXE,0
Stone Axe,STONE_AXE,0
Diamond Sword,DIAMOND_SWORD,0
Diamond Spade,DIAMOND_SPADE,0
Diamond Pickaxe,DIAMOND_PICKAXE,0
Diamond Axe,DIAMOND_AXE,0
Stick,STICK,0
Bowl,BOWL,0
Mushroom Soup,MUSHROOM_SOUP,0
Gold Sword,GOLD_SWORD,0
Gold Spade,GOLD_SPADE,0
Gold Pickaxe,GOLD_PICKAXE,0
Gold Axe,GOLD_AXE,0
String,STRING,0
Feather,FEATHER,0
Sulphur,SULPHUR,0
Wood Hoe,WOOD_HOE,0
Stone Hoe,STONE_HOE,0
Iron Hoe,IRON_HOE,0
Diamond Hoe,DIAMOND_HOE,0
Gold Hoe,GOLD_HOE,0
Seeds,SEEDS,0
Wheat,WHEAT,0
Bread,BREAD,0
Leather Helmet,LEATHER_HELMET,0
Leather Chestplate,LEATHER_CHESTPLATE,0
Leather Leggings,LEATHER_LEGGINGS,0
Leather Boots,LEATHER_BOOTS,0
Chainmail Helmet,CHAINMAIL_HELMET,0
Chainmail Chestplate,CHAINMAIL_CHESTPLATE,0
Chainmail Leggings,CHAINMAIL_LEGGINGS,0
Chainmail Boots,CHAINMAIL_BOOTS,0
Iron Helmet,IRON_HELMET,0
Iron Chestplate,IRON_CHESTPLATE,0
Iron Leggings,IRON_LEGGINGS,0
Iron Boots,IRON_BOOTS,0
Diamond Helmet,DIAMOND_HELMET,0
Diamond Chestplate,DIAMOND_CHESTPLATE,0
Diamond Leggings,DIAMOND_LEGGINGS,0
Diamond Boots,DIAMOND_BOOTS,0
Gold Helmet,GOLD_HELMET,-218
Gold Chestplate,GOLD_CHESTPLATE,-218
Gold Leggings,GOLD_LEGGINGS,-218
Gold Boots,GOLD_BOOTS,-218
Flint,FLINT,0
Pork,PORK,0
Grilled Pork,GRILLED_PORK,0
Painting,PAINTING,0
Golden Apple,GOLDEN_APPLE,0
Sign,SIGN,0
Wood Door,WOOD_DOOR,0
Bucket,BUCKET,0
Water Bucket,WATER_BUCKET,0
Lava Bucket,LAVA_BUCKET,0
Minecart,MINECART,0
Saddle,SADDLE,0
Iron Door,IRON_DOOR,0
Redstone,REDSTONE,0
Snow Ball,SNOW_BALL,0
Boat,BOAT,0
Leather,LEATHER,0
Milk Bucket,MILK_BUCKET,0
Clay Brick,CLAY_BRICK,0
Clay Ball,CLAY_BALL,0
Sugar Cane,SUGAR_CANE,0
Paper,PAPER,0
Book,BOOK,0
Slime Ball,SLIME_BALL,0
Storage Minecart,STORAGE_MINECART,0
Powered Minecart,POWERED_MINECART,0
Egg,EGG,0
Compass,COMPASS,0
Fishing Rod,FISHING_ROD,0
Watch,WATCH,0
Glowstone Dust,GLOWSTONE_DUST,0
Raw Fish,RAW_FISH,0
Raw Salmon,RAW_FISH,1
Cooked Fish,COOKED_FISH,0
Cooked Salmon,RAW_FISH,1
Ink Sack,INK_SACK,0
Rose Red,INK_SACK,1
Cactus Green,INK_SACK,2
Cocoa,INK_SACK,3
Lapis Lazuli,INK_SACK,4
Purple Dye,INK_SACK,5
Cyan Dye,INK_SACK,6
Light Gray Dye,INK_SACK,7
Gray Dye,INK_SACK,8
Pink Dye,INK_SACK,9
Lime Dye,INK_SACK,10
Dandelion Yellow,INK_SACK,11
Light Blue Dye,INK_SACK,12
Magenta Dye,INK_SACK,13
Orange Dye,INK_SACK,14
Bone Meal,INK_SACK,15
Bone,BONE,0
Sugar,SUGAR,0
Cake,CAKE,0
Bed,BED,0
Diode,DIODE,0
Cookie,COOKIE,0
Map,MAP,0
Shears,SHEARS,0
Melon,MELON,0
Pumpkin Seeds,PUMPKIN_SEEDS,0
Melon Seeds,MELON_SEEDS,0
Raw Beef,RAW_BEEF,0
Cooked Beef,COOKED_BEEF,0
Raw Chicken,RAW_CHICKEN,0
Cooked Chicken,COOKED_CHICKEN,0
Rotten Flesh,ROTTEN_FLESH,0
Ender Pearl,ENDER_PEARL,0
Blaze Rod,BLAZE_ROD,0
Ghast Tear,GHAST_TEAR,0
Gold Nugget,GOLD_NUGGET,0
Nether Wart,NETHER_STALK,0
Clear Potion,POTION,7
Diffuse Potion,POTION,11
Artless Potion,POTION,13
Bungling Potion,POTION,23
Suave Potion,POTION,29
Smooth Potion,POTION,91
Refined Potion,POTION,107
Cordial Potion,POTION,109
Potent Potion,POTION,112
Acrid Potion,POTION,123
Gross Potion,POTION,125
Potion,POTION,0
Glass Bottle,GLASS_BOTTLE,0
Spider Eye,SPIDER_EYE,0
Fermented Spider Eye,FERMENTED_SPIDER_EYE,0
Blaze Powder,BLAZE_POWDER,0
Magma Cream,MAGMA_CREAM,0
Brewing Stand Item,BREWING_STAND_ITEM,0
Cauldron Item,CAULDRON_ITEM,0
Eye Of Ender,EYE_OF_ENDER,0
Speckled Melon,SPECKLED_MELON,0
Monster Egg,MONSTER_EGG,0
Exp Bottle,EXP_BOTTLE,0
Fireball,FIREBALL,0
Book And Quill,BOOK_AND_QUILL,0
Written Book,WRITTEN_BOOK,0
Emerald,EMERALD,0
Item Frame,ITEM_FRAME,0
Flower Pot Item,FLOWER_POT_ITEM,0
Carrot,CARROT_ITEM,0
Potato,POTATO_ITEM,0
Baked Potato,BAKED_POTATO,0
Poisonous Potato,POISONOUS_POTATO,0
Empty Map,EMPTY_MAP,0
Golden Carrot,GOLDEN_CARROT,0
Skull Item,SKULL_ITEM,0
Carrot Stick,CARROT_STICK,0
Nether Star,NETHER_STAR,0
Pumpkin Pie,PUMPKIN_PIE,0
Firework,FIREWORK,0
Firework Charge,FIREWORK_CHARGE,0
Enchanted Book,ENCHANTED_BOOK,0
Redstone Comparator,REDSTONE_COMPARATOR,0
Nether Brick Item,NETHER_BRICK_ITEM,0
Quartz,QUARTZ,0
Explosive Minecart,EXPLOSIVE_MINECART,0
Hopper Minecart,HOPPER_MINECART,0
Gold Record,GOLD_RECORD,0
Green Record,GREEN_RECORD,0
Record 3,RECORD_3,0
Record 4,RECORD_4,0
Record 5,RECORD_5,0
Record 6,RECORD_6,0
Record 7,RECORD_7,0
Record 8,RECORD_8,0
Record 9,RECORD_9,0
Record 10,RECORD_10,0
Record 11,RECORD_11,0
Record 12,RECORD_12,0
